100	557	1
100	573	1
100	579	1
100	625	-1
101	470	1
101	540	1
101	573	1
102	540	1
102	625	-1
103	493	1
104	685	1
105	685	1
106	304	-1
106	473	-1
107	552	-1
107	685	1
108	209	1
109	209	1
110	361	1
110	362	1
110	473	1
111	372	1
112	328	1
113	160	1
113	231	1
113	416	1
114	372	1
114	618	-1
115	333	1
116	328	1
117	328	1
118	521	1
118	573	1
118	574	1
119	236	1
119	328	1
119	361	1
119	362	1
119	516	1
119	626	1
120	122	1
120	262	1
121	122	1
121	262	1
122	491	1
122	525	1
123	173	1
123	439	-1
124	236	1
124	685	1
125	236	1
125	356	-1
125	685	1
125	690	-1
126	236	1
126	473	-1
126	610	-1
126	687	-1
127	516	-1
127	625	-1
127	626	1
128	236	1
128	685	1
129	516	1
129	626	1
130	136	-1
130	209	1
130	221	1
130	683	1
131	136	-1
131	221	1
131	683	1
132	136	-1
132	221	1
133	136	-1
133	221	1
133	683	1
134	136	-1
134	209	1
134	221	1
135	136	-1
135	221	1
135	683	1
136	137	-1
136	140	-1
136	156	-1
136	157	-1
136	213	-1
136	221	1
136	440	-1
136	441	-1
136	442	-1
136	614	-1
136	615	-1
137	205	-1
137	207	1
137	221	1
137	617	-1
138	615	1
138	617	1
139	333	1
140	221	1
141	372	1
142	361	1
142	626	1
143	262	1
143	557	1
143	579	1
145	557	1
145	579	1
146	293	1
146	467	1
146	690	-1
147	467	1
147	690	-1
148	494	1
149	618	-1
150	333	1
151	516	1
152	356	-1
152	357	-1
152	361	1
152	362	1
153	333	1
154	333	1
155	674	1
156	221	1
156	683	1
157	221	1
157	683	1
158	372	1
159	574	1
160	235	1
160	610	-1
160	627	1
160	687	-1
161	454	1
161	457	-1
161	684	1
162	454	1
162	684	1
163	579	1
164	299	1
165	240	-1
166	236	1
166	473	-1
167	557	1
168	372	1
169	557	1
170	299	1
170	457	1
171	299	1
171	457	1
172	684	1
173	456	1
174	674	1
175	557	1
176	557	1
177	456	1
178	456	1
179	456	1
182	406	-1
182	690	-1
183	406	-1
184	690	-1
185	365	1
185	555	1
185	556	1
186	626	1
187	372	1
187	618	-1
188	328	1
188	456	1
189	456	1
190	328	1
191	456	1
192	456	1
193	202	1
193	221	1
194	513	1
194	557	1
195	557	1
196	554	1
197	199	1
197	202	1
197	356	-1
197	457	1
197	521	1
197	523	1
197	545	1
197	610	-1
197	618	-1
197	687	-1
198	199	1
198	202	1
198	523	1
198	610	-1
198	687	-1
199	200	1
199	203	1
199	353	1
200	202	1
201	202	1
202	203	1
202	204	1
202	212	1
202	315	1
202	342	1
202	356	-1
202	364	1
202	381	1
202	400	1
205	207	1
205	221	1
206	385	1
207	220	1
207	221	1
208	557	1
208	579	1
209	211	1
209	220	1
209	224	1
209	234	1
209	247	1
209	248	1
209	249	1
209	250	1
209	251	1
209	253	1
209	257	1
209	258	1
209	290	1
209	291	1
209	292	1
209	312	1
209	318	1
209	319	1
209	320	1
209	321	1
209	324	1
209	345	1
209	346	1
209	350	1
209	433	1
209	507	1
209	511	1
209	589	1
209	599	1
209	600	1
209	601	1
209	602	1
210	219	1
210	226	1
210	477	1
210	487	1
210	488	1
210	568	1
210	580	1
210	581	1
213	221	1
213	318	1
214	221	1
215	361	1
215	362	1
216	473	-1
216	685	1
217	557	1
218	414	-1
219	361	1
219	362	1
220	221	1
221	224	1
221	426	1
221	440	1
221	441	1
221	442	1
221	614	1
221	617	1
222	361	1
222	362	1
223	626	1
225	454	1
227	626	1
228	516	-1
228	626	1
229	361	1
229	362	1
230	361	1
230	362	1
232	626	1
233	299	1
234	517	-1
234	610	-1
236	242	1
236	254	1
236	284	1
236	446	1
236	473	1
236	525	1
236	526	1
237	356	-1
237	505	1
239	336	1
239	356	-1
239	689	1
240	296	-1
240	297	-1
240	408	-1
240	410	-1
241	685	1
242	358	-1
242	473	-1
243	685	1
244	685	1
245	541	1
246	541	1
249	517	-1
249	626	1
250	454	1
250	682	1
253	682	1
255	299	1
256	406	1
256	513	1
256	522	1
256	523	1
256	540	1
256	571	1
256	573	1
256	574	1
256	610	-1
256	689	1
259	293	1
259	618	-1
260	361	1
260	362	1
261	262	1
262	263	1
262	264	1
262	265	1
262	268	1
262	306	1
262	478	1
262	548	1
262	549	1
262	551	1
262	613	1
262	618	-1
263	361	1
263	362	1
264	361	1
264	362	1
264	626	1
265	361	1
265	362	1
266	361	1
266	362	1
267	361	1
267	362	1
267	516	1
267	626	1
268	516	1
268	626	1
269	540	1
269	541	1
269	542	1
269	543	1
269	544	1
270	540	1
270	542	1
270	543	1
270	544	1
271	541	1
271	557	1
271	579	1
272	465	-1
272	690	-1
273	356	-1
273	361	1
273	362	1
274	364	1
274	466	-1
274	552	-1
274	689	1
275	385	1
275	389	1
276	356	-1
276	357	-1
277	356	-1
277	466	-1
277	687	-1
277	690	-1
278	364	1
278	466	-1
278	552	-1
278	689	1
279	356	-1
279	466	-1
279	687	-1
279	690	-1
280	689	1
281	689	1
282	385	1
282	389	1
283	557	1
285	552	1
286	493	1
287	494	1
287	495	1
289	372	1
290	318	1
290	457	1
291	318	1
291	618	-1
292	318	1
293	294	1
293	295	1
293	343	1
293	459	1
293	467	1
293	468	1
293	469	1
293	470	-1
293	510	1
293	530	1
293	532	1
293	535	1
293	538	1
293	539	1
293	610	-1
293	688	-1
294	506	-1
294	618	-1
295	688	1
297	299	1
297	506	-1
297	521	1
297	523	1
297	618	-1
298	299	1
298	410	1
298	415	1
298	618	1
299	303	1
299	375	1
299	401	1
299	434	1
299	618	1
301	385	1
301	389	1
302	557	1
305	356	-1
305	357	-1
307	308	1
307	557	1
309	557	1
310	685	1
311	685	1
313	579	1
314	579	1
316	318	1
317	318	1
317	540	1
318	319	1
319	406	1
320	685	1
321	323	1
322	323	1
323	324	1
323	326	1
323	327	1
325	516	1
325	626	1
328	640	1
328	650	1
329	690	-1
330	332	1
331	356	-1
333	369	1
333	370	1
333	417	1
333	419	1
333	420	1
333	421	1
333	428	1
333	429	1
333	449	1
333	450	1
333	451	1
333	452	1
333	453	1
333	462	1
333	463	1
333	464	1
333	471	1
333	528	1
333	572	1
333	573	1
333	593	1
333	603	1
333	609	1
333	619	1
334	674	1
335	353	1
335	415	1
335	558	1
335	559	1
335	562	1
335	574	1
335	689	1
337	514	1
338	372	1
339	361	1
339	362	1
340	618	-1
341	618	-1
343	618	-1
344	350	1
344	409	1
345	350	1
346	350	1
347	350	1
348	350	1
349	350	1
350	351	1
353	610	-1
354	610	-1
354	689	1
355	557	1
355	579	1
356	384	-1
356	461	-1
356	564	-1
356	565	-1
356	566	-1
356	596	-1
356	631	-1
356	636	-1
356	638	-1
356	639	-1
356	653	-1
356	655	-1
356	685	-1
356	686	-1
357	461	-1
357	596	-1
357	631	-1
357	636	-1
357	638	-1
357	639	-1
357	653	-1
357	655	-1
359	557	1
359	579	1
360	365	1
360	556	1
361	363	1
361	400	1
361	418	1
361	455	1
361	526	1
361	536	1
361	549	1
361	550	1
361	591	1
361	596	1
361	607	1
361	613	1
361	641	1
361	652	1
361	659	1
362	363	1
362	400	1
362	418	1
362	455	1
362	526	1
362	536	1
362	549	1
362	550	1
362	591	1
362	596	1
362	607	1
362	641	1
362	659	1
365	557	1
365	579	1
366	403	1
367	612	1
368	555	-1
371	372	1
371	448	1
372	395	1
372	396	1
372	423	1
372	424	1
372	443	1
372	444	1
372	537	1
372	582	1
372	632	1
372	651	1
372	663	1
372	670	1
373	689	-1
374	473	-1
375	618	1
376	626	1
377	610	-1
378	610	-1
379	610	-1
380	572	1
382	557	1
382	574	1
383	574	1
385	386	1
385	387	1
385	388	1
385	389	1
385	390	1
385	524	1
385	562	1
385	625	1
385	666	1
385	673	1
389	390	1
389	524	1
389	666	1
391	557	1
392	583	1
393	685	1
394	618	-1
397	684	1
398	454	1
398	684	1
399	557	1
399	684	1
400	516	-1
400	626	1
400	684	1
402	557	1
402	579	1
404	406	1
404	409	1
404	689	1
405	406	1
405	409	1
405	689	1
406	410	1
406	411	1
406	412	1
406	601	1
407	410	-1
408	583	1
409	410	1
409	411	1
409	412	1
409	413	1
409	440	-1
409	441	-1
409	529	1
410	513	1
410	541	1
410	689	1
412	557	1
413	689	1
414	474	-1
414	618	1
415	454	1
423	618	-1
424	618	-1
425	620	1
425	621	1
425	622	1
425	623	1
426	521	-1
426	522	-1
427	484	1
430	557	1
431	557	1
432	557	1
432	579	1
435	557	1
435	579	1
436	626	1
437	685	1
438	626	1
445	466	1
446	685	1
447	685	1
454	457	1
454	475	-1
454	476	-1
454	485	-1
454	486	1
454	489	1
456	590	1
457	513	1
457	574	1
457	595	1
458	618	-1
459	618	-1
460	618	-1
467	688	1
469	618	-1
470	513	1
470	574	1
470	610	-1
470	618	-1
470	688	-1
471	579	1
471	610	-1
472	610	-1
473	610	-1
481	685	1
482	484	1
483	626	1
490	626	1
492	557	1
492	579	1
497	557	1
497	579	1
498	689	1
500	540	1
501	557	1
502	685	1
503	685	1
504	685	1
506	562	1
508	689	-1
509	557	1
509	579	1
512	574	1
513	530	1
513	555	1
513	556	1
513	562	1
513	570	1
513	689	1
515	618	-1
516	525	1
516	577	1
516	603	1
516	604	1
516	605	1
516	628	1
516	635	1
516	657	-1
516	660	-1
516	680	1
517	565	-1
518	618	1
519	625	-1
520	567	-1
521	565	1
522	556	1
523	556	1
523	565	1
524	673	1
525	626	1
526	626	1
526	685	1
527	557	1
530	618	-1
531	557	1
531	579	1
532	618	-1
533	618	-1
534	567	-1
540	572	1
540	573	1
540	575	1
545	578	1
546	557	1
546	579	1
547	557	1
547	579	1
548	626	1
550	557	1
550	579	1
553	557	1
553	610	-1
555	689	1
556	689	1
557	558	1
557	562	1
557	591	1
557	594	1
557	606	1
557	624	1
557	630	1
557	634	1
557	637	1
557	642	1
557	643	1
557	644	1
557	645	1
557	646	1
557	647	1
557	648	1
557	649	1
557	655	1
557	656	1
557	658	1
557	661	1
557	665	1
557	667	1
557	669	1
557	671	1
557	672	1
558	610	-1
559	689	1
560	610	-1
561	610	-1
562	570	1
562	610	-1
565	687	-1
565	690	-1
569	579	1
577	626	1
579	591	1
579	594	1
579	606	1
579	624	1
579	630	1
579	634	1
579	637	1
579	642	1
579	643	1
579	644	1
579	648	1
579	649	1
579	655	1
579	656	1
579	658	1
579	661	1
579	668	1
579	671	1
579	672	1
583	584	1
583	585	1
583	586	1
583	587	1
583	588	1
583	654	1
592	618	-1
595	684	1
597	626	1
603	626	1
604	626	1
605	626	1
611	626	1
614	616	1
614	683	1
615	616	1
616	617	1
618	675	-1
626	633	1
626	635	1
626	657	1
626	660	1
626	662	1
626	680	1
629	685	1
663	674	1
664	674	1
666	673	1
674	676	1
674	677	1
674	678	1
674	679	1
