1	680	-1
2	678	-1
3	86	1
3	740	1
3	1341	1
3	1424	1
4	86	-1
4	215	-1
4	472	-1
4	680	1
4	852	-1
4	1424	-1
5	86	1
5	1043	1
5	1341	-1
5	1424	1
6	218	1
7	218	-1
7	680	1
7	1143	1
8	1354	1
9	338	1
9	472	-1
9	680	-1
9	912	-1
10	865	1
10	1419	1
11	539	-1
11	947	-1
11	1322	-1
12	467	-1
12	472	-1
13	150	1
13	406	-1
13	559	-1
13	609	1
13	611	1
13	1201	-1
13	1449	-1
14	1162	-1
15	22	1
15	86	1
15	215	1
15	1424	1
16	1341	-1
17	865	1
17	1419	1
18	215	1
18	472	-1
18	680	1
18	865	1
18	1419	1
19	820	-1
19	852	-1
20	852	1
21	70	1
21	472	-1
22	68	1
22	83	1
22	86	1
22	182	1
22	223	1
22	240	1
22	381	1
22	480	1
22	550	1
22	680	1
22	741	1
22	746	1
22	853	1
22	902	1
22	955	1
22	994	1
22	999	1
22	1021	1
22	1090	1
22	1120	1
22	1168	1
22	1219	1
22	1275	1
22	1296	1
22	1312	1
22	1329	1
22	1380	1
22	1385	1
22	1408	1
22	1424	1
22	1426	1
23	680	1
24	86	1
24	632	-1
24	1424	1
25	611	1
25	820	-1
25	852	1
25	930	-1
26	863	-1
26	882	-1
27	171	-1
27	235	-1
27	274	-1
27	301	-1
27	611	1
27	739	-1
27	748	-1
27	1140	-1
27	1349	-1
28	611	-1
29	1449	1
30	310	-1
30	611	1
30	1318	-1
31	86	1
31	1199	1
31	1424	1
32	611	1
33	467	-1
33	472	-1
34	86	1
34	753	1
34	1424	1
35	680	1
35	740	1
35	820	-1
36	115	1
37	215	1
37	680	-1
38	209	-1
38	1341	-1
39	611	1
39	1367	-1
40	865	1
40	1419	1
41	334	1
41	637	1
41	724	1
41	845	1
41	1239	1
41	1341	-1
41	1443	1
42	295	-1
42	426	-1
43	865	1
43	1419	1
44	556	1
44	611	1
44	946	-1
45	749	1
46	86	1
46	611	1
46	1031	-1
46	1424	1
47	86	1
47	611	1
47	1031	-1
47	1424	1
48	1341	1
49	215	1
49	472	-1
49	680	1
49	865	1
49	1339	-1
49	1419	1
50	820	-1
51	86	-1
51	467	1
51	611	1
51	680	1
51	1342	1
51	1424	-1
52	543	-1
53	218	1
53	1143	1
54	1072	1
55	611	1
55	922	1
56	852	1
57	852	1
58	865	1
58	1419	1
59	852	1
60	544	1
61	86	-1
61	375	-1
61	611	1
61	1424	-1
62	86	1
62	611	-1
62	680	-1
62	740	1
62	882	-1
62	1082	1
62	1103	-1
62	1424	1
63	680	1
64	412	-1
65	86	1
65	611	-1
65	680	-1
65	740	1
65	882	-1
65	1082	1
65	1103	-1
65	1424	1
66	611	1
67	467	-1
67	553	-1
67	611	1
68	86	1
68	215	1
68	1424	1
69	86	1
69	632	-1
69	1424	1
70	276	1
70	392	1
70	413	1
70	535	1
70	572	1
70	682	1
70	1014	1
70	1215	1
70	1287	-1
70	1321	-1
71	680	1
72	467	-1
72	611	1
72	865	-1
72	1419	-1
73	611	1
73	899	1
74	344	1
74	368	1
74	1354	1
75	86	1
75	611	1
75	1031	-1
75	1424	1
76	611	1
76	1341	1
77	611	-1
77	852	1
77	1103	-1
78	86	1
78	740	1
78	1341	1
78	1424	1
79	467	1
79	472	1
79	680	-1
80	86	1
80	1036	-1
80	1232	1
80	1339	1
80	1424	1
81	86	1
81	1199	1
81	1424	1
82	611	1
82	680	1
83	86	1
83	215	1
83	1424	1
84	901	1
85	607	-1
86	109	-1
86	122	1
86	128	1
86	132	-1
86	135	1
86	145	-1
86	146	1
86	147	1
86	160	-1
86	180	-1
86	199	1
86	216	-1
86	234	-1
86	250	-1
86	260	-1
86	270	1
86	284	1
86	288	-1
86	289	-1
86	299	1
86	308	1
86	312	-1
86	337	1
86	345	-1
86	356	1
86	360	1
86	385	1
86	387	-1
86	399	-1
86	402	1
86	411	-1
86	416	1
86	428	-1
86	431	-1
86	434	1
86	468	1
86	470	-1
86	473	1
86	474	1
86	475	-1
86	480	1
86	491	-1
86	503	1
86	545	-1
86	548	1
86	550	1
86	558	-1
86	568	-1
86	571	-1
86	597	-1
86	601	1
86	609	-1
86	624	-1
86	627	-1
86	630	1
86	632	-1
86	642	1
86	643	1
86	649	1
86	654	1
86	666	1
86	670	1
86	676	1
86	688	-1
86	695	1
86	713	1
86	734	1
86	741	1
86	755	1
86	762	1
86	769	1
86	792	1
86	799	1
86	803	1
86	805	1
86	814	1
86	817	1
86	827	1
86	830	1
86	835	-1
86	842	-1
86	852	1
86	853	1
86	856	1
86	865	-1
86	870	1
86	871	1
86	887	1
86	894	-1
86	900	-1
86	927	-1
86	939	1
86	952	1
86	953	1
86	955	1
86	957	1
86	961	1
86	967	1
86	978	1
86	979	1
86	989	1
86	994	1
86	996	1
86	1022	-1
86	1024	1
86	1030	1
86	1038	1
86	1048	-1
86	1068	1
86	1077	-1
